uniprot	perc
P05750	0.20416666666666666
P05755	0.3230769230769231
P05756	0.013245033112582781
P05759	0.019736842105263157
P05986	0.25125628140703515
P06100	0.0
P06101	0.20948616600790515
P06102	0.5933014354066986
P06103	0.05242463958060288
P06104	0.5
P06105	0.3183306055646481
P06106	0.05855855855855856
P06115	0.07473309608540925
P06168	0.09873417721518987
P06169	0.0
P06197	0.05
P06208	0.06623586429725363
P06242	0.0032679738562091504
P06243	0.14595660749506903
P06244	0.34005037783375314
P06245	0.1763157894736842
P06367	0.4744525547445255
P06634	0.42218543046357615
P06700	0.21530249110320285
P06701	0.2995910020449898
P06704	0.09316770186335403
P06738	0.037694013303769404
P06774	1.0
P06777	0.21636363636363637
P06778	0.7133757961783439
P06779	0.26548672566371684
P06780	0.3349282296650718
P06781	0.0
P06782	0.334913112164297
P06784	0.1378640776699029
P06785	0.01644736842105263
P06786	0.22549019607843138
P06787	0.013605442176870748
P06838	0.5142857142857142
P06839	0.11696658097686376
P06843	1.0
P06844	0.4094955489614243
P07143	0.2686084142394822
P07149	0.011701608971233545
P07170	0.21171171171171171
P07213	0.28038897893030795
P07244	0.0
P07245	0.06025369978858351
P07246	0.0
P07248	0.13756613756613756
P07249	0.7909604519774012
P07250	0.16056338028169015
P07251	0.1688073394495413
P07255	0.01694915254237288
P07256	0.1050328227571116
P07257	0.0
P07258	0.0
P07259	0.032068654019873535
P07260	0.13145539906103287
P07261	0.3796178343949045
P07263	0.10073260073260074
P07264	0.17586649550706032
P07267	0.0
P07269	0.6797853309481217
P07270	0.9455128205128205
P07271	0.36670547147846333
P07272	0.16261061946902655
P07273	0.2750809061488673
P07274	0.0
P07276	0.5286129970902037
P07277	0.0
P07278	0.28846153846153844
P07280	0.3611111111111111
P07281	0.3333333333333333
P07283	0.003937007874015748
P07284	0.18831168831168832
P07286	0.015625
P07342	0.19796215429403202
P07347	0.13865546218487396
P07560	0.027906976744186046
P07702	0.02514367816091954
P07703	0.020895522388059702
P07834	0.2644415917843389
P07866	0.5087108013937283
P07884	0.0
P07991	0.0
P08004	0.3280282935455349
P08018	0.4745508982035928
P08067	0.0
P08153	0.689703808180536
P08417	0.07991803278688525
P08425	0.0
P08432	0.02145922746781116
P08458	0.13673469387755102
P08466	0.015197568389057751
P08518	0.10702614379084967
P08524	0.0
P08525	0.26595744680851063
P08536	0.0136986301369863
P08539	0.1864406779661017
P08566	0.0
P08638	0.3216704288939052
P08640	0.7776152158010241
P08678	0.31836130306021715
P08679	0.034782608695652174
P08964	0.2691908713692946
P09032	0.2422145328719723
P09064	0.4456140350877193
P09119	0.08382066276803118
P09201	0.040229885057471264
P09232	0.29448818897637796
P09440	0.03076923076923077
P09547	0.3515981735159817
P09620	0.3196159122085048
P09624	0.0
P09733	0.0022371364653243847
P09734	0.0022471910112359553
P09798	0.39285714285714285
P09880	0.015719467956469165
P09938	0.17293233082706766
P09950	0.072992700729927
P09959	0.4919053549190536
P0C0T4	0.3611111111111111
P0C0V8	0.0
P0C0W9	0.28160919540229884
P0C0X0	0.9850746268656716
P0C2I2	0.3475783475783476
P0C2I3	0.34814814814814815
P0C2I5	0.34814814814814815
P0C2I6	0.3487179487179487
P0C2I9	0.347008547008547
P0C2J0	0.34738041002277903
P0C2J1	0.3487179487179487
P0C2J3	0.3559322033898305
P0C2J7	0.1897891231964484
P0C5R9	0.38823529411764707
P0CD91	0.3081967213114754
P0CE41	0.5099866844207723
P0CG63	0.005249343832020997
P0CH08	0.1796875
P0CH09	0.1796875
P0CS90	0.327217125382263
P0CT04	0.09333333333333334
P0CX25	0.0
P0CX26	0.0
P0CX27	0.2358490566037736
P0CX28	0.2358490566037736
P0CX29	0.15862068965517243
P0CX30	0.15862068965517243
P0CX31	0.2814814814814815
P0CX32	0.2814814814814815
P0CX35	0.0
P0CX36	0.0
P0CX37	0.4025423728813559
P0CX38	0.4025423728813559
P0CX39	0.365
P0CX40	0.365
P0CX41	0.0
P0CX42	0.0
P0CX43	0.055299539170506916
P0CX44	0.055299539170506916
P0CX45	0.610236220472441
P0CX46	0.610236220472441
P0CX47	0.08333333333333333
P0CX48	0.08333333333333333
P0CX49	0.3709677419354839
P0CX50	0.3709677419354839
P0CX51	0.04895104895104895
P0CX53	0.06666666666666667
P0CX54	0.06666666666666667
P0CX55	0.10273972602739725
P0CX56	0.10273972602739725
P0CX63	0.3610169491525424
P0CX64	0.3610169491525424
P0CX77	0.0
P0CX78	0.0
P0CX79	0.0
P0CX80	0.0
P0CX81	0.0
P0CX82	0.6825396825396826
P0CX83	0.6825396825396826
P0CX84	0.016666666666666666
P0CX85	0.016666666666666666
P0CY06	0.0
P0CY08	0.014285714285714285
P0CZ17	0.0
P10080	0.8129251700680272
P10081	0.002531645569620253
P10127	0.0
P10174	0.0
P10363	0.02444987775061125
P10507	0.008658008658008658
P10591	0.29906542056074764
P10592	0.3208137715179969
P10614	0.026415094339622643
P10622	0.36792452830188677
P10659	0.010471204188481676
P10664	0.287292817679558
P10823	0.2717149220489978
P10862	0.4517453798767967
P10863	0.5039370078740157
P10870	0.4592760180995475
P10961	0.8031212484993998
P10962	0.5098039215686274
P10964	0.2109375
P11075	0.25136884021901446
P11076	0.0
P11154	0.07130730050933787
P11325	0.0044742729306487695
P11353	0.21341463414634146
P11412	0.10891089108910891
P11433	0.24824355971896955
P11484	0.1566068515497553
P11491	0.22438162544169613
P11632	1.0
P11633	1.0
P11655	0.0
P11709	0.8181818181818182
P11710	0.34375
P11745	0.22358722358722358
P11746	0.8181818181818182
P11747	0.4431137724550898
P11792	0.4842233009708738
P11914	0.14937759336099585
P11938	0.6311970979443773
P11972	0.1489971346704871
P11978	0.6023564064801178
P11986	0.0
P12383	0.25280898876404495
P12385	0.004576659038901602
P12611	0.4176954732510288
P12630	0.18739352640545145
P12683	0.11480075901328274
P12684	0.06315789473684211
P12688	0.23823529411764705
P12689	0.14213197969543148
P12695	0.3008298755186722
P12709	0.02527075812274368
P12753	0.19207317073170732
P12754	0.43010752688172044
P12866	0.005426356589147287
P12868	0.028182701652089408
P12904	0.049689440993788817
P12945	0.10655737704918032
P12954	0.31601362862010224
P12962	0.7577639751552795
P13099	0.0899390243902439
P13134	0.25552825552825553
P13185	0.6043233082706767
P13186	0.5762859633827376
P13259	0.4481132075471698
P13365	0.2120689655172414
P13382	0.25681198910081743
P13393	0.25416666666666665
P13433	0.05847520355292376
P13517	0.0
P13574	0.7936046511627907
P13586	0.11157894736842106
P13587	0.10999083409715857
P13663	0.03287671232876712
P13712	0.0
P13856	0.375
P14020	0.09737827715355805
P14064	0.5108303249097473
P14065	0.0
P14120	0.0
P14126	0.2222222222222222
P14164	0.7455540355677155
P14180	0.31983385254413293
P14242	0.2222222222222222
P14284	0.07380319148936171
P14291	0.3615477629987908
P14306	0.0045662100456621
P14540	0.04456824512534819
P14680	0.4795539033457249
P14681	0.02717391304347826
P14682	0.5254237288135594
P14693	0.0243161094224924
P14724	1.0
P14736	0.3116710875331565
P14737	0.6279602750190986
P14741	0.0
P14742	0.02092050209205021
P14743	0.12307692307692308
P14747	0.3890728476821192
P14772	0.12572161642078256
P14832	0.04938271604938271
P14904	0.1517509727626459
P14906	0.1085972850678733
P14907	0.7448359659781288
P14908	0.0
P14922	0.6511387163561076
P15019	0.11343283582089553
P15108	0.15177304964539007
P15180	0.17089678510998307
P15202	0.10679611650485436
P15274	0.26296296296296295
P15303	0.0026041666666666665
P15315	0.56
P15367	0.0
P15424	0.23042168674698796
P15436	0.097538742023701
P15442	0.16696805304400242
P15454	0.0053475935828877
P15496	0.2222222222222222
P15565	0.18947368421052632
P15624	0.0
P15625	0.0
P15646	0.4434250764525994
P15700	0.04411764705882353
P15703	0.0
P15705	0.5415959252971138
P15731	0.10135135135135136
P15732	0.04054054054054054
P15790	0.0
P15801	0.10526315789473684
P15807	0.0
P15873	0.0
P15891	0.7077702702702703
P15938	0.16806722689075632
P15992	0.48598130841121495
P16140	0.08317214700193423
P16370	0.22641509433962265
P16387	0.33095238095238094
P16451	0.00975609756097561
P16467	0.02486678507992895
P16474	0.19794721407624633
P16521	0.10919540229885058
P16522	0.09424920127795527
P16550	0.16822429906542055
P16603	0.011577424023154847
P16622	0.007633587786259542
P16649	0.43899018232819076
P16658	0.32891246684350134
P16661	0.0
P16664	0.1779788838612368
P16861	0.0010131712259371835
P16862	0.09593326381647549
P16892	0.0056657223796034
P17064	0.0825515947467167
P17065	0.5691699604743083
P17076	0.26953125
P17106	0.8205128205128205
P17119	0.1755829903978052
P17157	0.10163934426229508
P17214	0.15593705293276108
P17255	0.04295051353874883
P17260	0.5239616613418531
P17442	0.06027164685908319
P17505	0.0
P17536	1.0
P17555	0.39923954372623577
P17629	0.18351063829787234
P17649	0.06369426751592357
P17695	0.013986013986013986
P17709	0.0
P17883	0.06005586592178771
P17890	0.3386454183266932
P17891	0.6909871244635193
P17898	0.02544529262086514
P17967	0.03639846743295019
P18238	0.003257328990228013
P18239	0.04716981132075472
P18409	0.0
P18410	0.24324324324324326
P18412	0.4156378600823045
P18480	0.6375690607734806
P18494	0.6972602739726027
P18562	0.0
P18759	0.030343007915567283
P18851	0.0425531914893617
P18852	0.22727272727272727
P18888	0.6445783132530121
P18898	0.0
P18899	0.541860465116279
P18961	0.20974889217134415
P19073	0.0
P19097	0.255431902490726
P19145	0.11129568106312292
P19146	0.0
P19211	0.27388535031847133
P19262	0.3326133909287257
P19263	0.13031423290203328
P19358	0.052083333333333336
P19414	0.11311053984575835
P19454	0.02654867256637168
P19524	0.15184243964421856
P19541	0.45067264573991034
P19657	0.21436114044350582
P19658	0.004815409309791332
P19659	0.7668825161887142
P19807	0.1438721136767318
P19812	0.09384615384615384
P19880	0.7138461538461538
P19882	0.17307692307692307
P19955	0.0
P20050	0.05454545454545454
P20052	0.24914675767918087
P20053	0.06666666666666667
P20081	0.07017543859649122
P20095	0.1963470319634703
P20107	0.3574660633484163
P20133	0.0
P20134	0.804177545691906
P20424	0.37153419593345655
P20433	0.6470588235294118
P20434	0.004651162790697674
P20435	0.5548387096774193
P20436	0.0684931506849315
P20447	0.1586998087954111
P20448	0.3974025974025974
P20449	0.14107883817427386
P20457	0.011363636363636364
P20459	0.12171052631578948
P20485	0.23711340206185566
P20486	0.2866666666666667
P20604	0.00964630225080386
P20606	0.0
P20676	0.9275092936802974
P20795	0.0
P20840	0.08923076923076922
P20967	0.06804733727810651
P21147	0.21176470588235294
P21182	0.0
P21190	0.3
P21192	0.8571428571428571
P21242	0.15625
P21243	0.0
P21268	0.14698795180722893
P21269	0.0
P21372	0.32037691401649
P21373	0.3641509433962264
P21374	0.31063829787234043
P21375	0.0
P21524	0.09009009009009009
P21538	0.7049382716049383
P21560	0.05970149253731343
P21576	0.22585227272727273
P21592	0.1038961038961039
P21651	0.5636942675159236
P21672	0.12313003452243959
P21691	0.0
P21734	0.06976744186046512
P21801	0.0
P21825	0.2737226277372263
P21826	0.04332129963898917
P21827	0.16804979253112035
P21951	0.06705670567056705
P21954	0.011682242990654205
P21957	0.6707920792079208
P21965	0.08
P22007	0.01160092807424594
P22082	0.455079271873165
P22108	0.006153846153846154
P22133	0.0
P22134	0.0
P22137	0.008469449485783424
P22138	0.04987531172069826
P22139	0.0
P22140	0.0
P22141	0.0
P22146	0.15384615384615385
P22147	0.18979057591623036
P22148	0.4973821989528796
P22149	0.6855072463768116
P22203	0.15450643776824036
P22204	0.17307692307692307
P22211	0.6911392405063291
P22213	0.0990990990990991
P22214	0.26635514018691586
P22216	0.2740560292326431
P22217	0.0
P22219	0.07771664374140302
P22224	0.05054945054945055
P22276	0.10095735422106179
P22289	0.21212121212121213
P22336	0.12399355877616747
P22515	0.0849609375
P22516	0.12195121951219512
P22517	0.26174496644295303
P22543	0.09485714285714286
P22579	0.470703125
P22696	0.6705882352941176
P22768	0.10952380952380952
P22803	0.0
P22804	0.971830985915493
P22855	0.06001846722068329
P22936	0.23433242506811988
P22943	1.0
P23179	0.007537688442211055
P23201	0.7148703956343793
P23202	0.2824858757062147
P23254	0.0661764705882353
P23255	0.12224591329068941
P23287	0.2585895117540687
P23291	0.4944237918215613
P23292	0.5146520146520146
P23293	0.4687975646879756
P23301	0.050955414012738856
P23337	0.1384180790960452
P23394	0.20748299319727892
P23503	0.14867617107942974
P23542	0.0
P23561	0.13249651324965134
P23585	0.1645101663585952
P23594	0.17344173441734417
P23595	0.19363395225464192
P23615	0.24879393521709167
P23638	0.06201550387596899
P23639	0.0
P23642	0.17943925233644858
P23643	0.12363996043521266
P23644	0.015503875968992248
P23724	0.008298755186721992
P23776	0.0
P23900	0.5411061285500748
P23968	0.12206572769953052
P24004	0.027804410354745925
P24276	0.4112
P24279	0.3429454170957775
P24280	0.14802631578947367
P24309	0.1506172839506173
P24384	0.21397379912663755
P24482	0.13497822931785197
P24583	0.3509991311902693
P24783	0.336996336996337
P24784	0.4100486223662885
P24813	0.4547677261613692
P24814	0.20764552562988706
P24867	0.007168458781362007
P24868	0.24203821656050956
P24869	0.4195519348268839
P24870	0.3044496487119438
P25037	0.3720642768850433
P25042	0.8940217391304348
P25043	0.0
P25044	0.008955223880597015
P25045	0.08422939068100359
P25046	0.7181818181818181
P25087	0.24281984334203655
P25293	0.4748201438848921
P25294	0.9602272727272727
P25296	0.26285714285714284
P25297	0.14991482112436116
P25298	0.10487444608567208
P25299	0.28378378378378377
P25300	0.0
P25301	0.0
P25302	0.6065873741994511
P25303	0.4907161803713528
P25333	0.5058043117744611
P25336	0.13457760314341846
P25340	0.07822410147991543
P25341	0.36527777777777776
P25342	0.006211180124223602
P25343	0.007547169811320755
P25344	0.3988439306358382
P25346	0.09845559845559845
P25348	0.18579234972677597
P25349	0.3319838056680162
P25353	0.18733153638814015
P25357	0.7732463295269169
P25358	0.1440922190201729
P25359	0.005076142131979695
P25364	0.6081560283687943
P25368	0.0
P25369	0.3050847457627119
P25373	0.0
P25374	0.10663983903420524
P25375	0.0
P25376	0.2259083728278041
P25377	0.0
P25378	0.0
P25382	0.07572815533980583
P25384	0.3615819209039548
P25385	0.6762295081967213
P25386	0.517877094972067
P25389	0.46383799421407906
P25390	0.03831705484598046
P25441	0.8744075829383886
P25443	0.2125984251968504
P25451	0.00975609756097561
P25453	0.023952095808383235
P25454	0.225
P25491	0.2273838630806846
P25502	0.24719101123595505
P25515	0.05
P25554	0.3474903474903475
P25555	0.48009367681498827
P25573	0.2302158273381295
P25574	0.0
P25576	0.0
P25580	0.06971153846153846
P25582	0.5410225921521997
P25583	0.23283582089552238
P25586	0.31962025316455694
P25588	0.8485401459854015
P25591	0.7588652482269503
P25604	0.22597402597402597
P25605	0.1423948220064725
P25613	0.16607773851590105
P25615	0.08934707903780069
P25618	0.04407135362014691
P25623	0.4724137931034483
P25627	0.3927272727272727
P25632	0.5093167701863354
P25635	0.16901408450704225
P25637	0.1124031007751938
P25641	0.25
P25644	0.4899497487437186
P25646	0.05203619909502263
P25648	0.04765241765942537
P25651	0.03684210526315789
P25653	0.2877563704164077
P25655	0.10294117647058823
P25656	0.1918158567774936
P25693	0.16558441558441558
P25694	0.24311377245508983
P25719	0.0
P25808	0.18646864686468648
P25846	0.018769551616266946
P25847	0.025933609958506226
P26188	0.0
P26263	0.0
P26309	0.3344262295081967
P26321	0.24242424242424243
P26364	0.0
P26370	0.003787878787878788
P26448	0.0
P26449	0.0
P26570	0.5722543352601156
P26754	0.16483516483516483
P26755	0.10655737704918032
P26783	0.12
P26784	0.0
P26785	0.13131313131313133
P26786	0.021052631578947368
P26793	0.20157068062827224
P27351	0.12428571428571429
P27466	0.3094170403587444
P27472	0.14468085106382977
P27476	0.9589371980676329
P27514	0.2516778523489933
P27515	0.0499001996007984
P27614	0.12152777777777778
P27616	0.16993464052287582
P27636	0.11088295687885011
P27637	0.8716502115655853
P27654	0.43333333333333335
P27680	0.0
P27692	0.5729068673565381
P27697	0.10978043912175649
P27705	1.0
P27796	0.10311750599520383
P27801	0.0
P27809	0.1583710407239819
P27810	0.0
P27825	0.32270916334661354
P27882	0.25396825396825395
P27895	0.262
P27999	0.07377049180327869
P28000	0.45774647887323944
P28004	0.762532981530343
P28005	0.046242774566473986
P28007	0.5853658536585366
P28240	0.10771992818671454
P28241	0.008130081300813009
P28263	0.40825688073394495
P28272	0.0
P28273	0.12130637636080871
P28274	0.0
P28319	0.47280334728033474
P28320	0.6942446043165468
P28321	0.0
P28495	0.0
P28496	0.2822966507177033
P28519	0.7493261455525606
P28627	0.0
P28707	0.48148148148148145
P28708	0.2644787644787645
P28737	0.0
P28742	0.16111611161116113
P28743	0.46458923512747874
P28777	0.5345744680851063
P28791	0.1409921671018277
P28795	0.018140589569160998
P28817	0.0
P28834	0.0
P29029	0.3167259786476868
P29055	0.22318840579710145
P29056	0.4798657718120805
P29295	0.3340080971659919
P29311	0.3258426966292135
P29340	0.0
P29366	0.3121597096188748
P29453	0.21484375
P29461	0.244
P29465	0.26609442060085836
P29468	0.15669014084507044
P29469	0.347926267281106
P29496	0.016774193548387096
P29509	0.047021943573667714
P29539	0.4034446764091858
P29547	0.1566265060240964
P29703	0.0031645569620253164
P29704	0.04279279279279279
P29952	0.20512820512820512
P30283	0.3310344827586207
P30605	0.1284246575342466
P30619	0.12016574585635359
P30620	0.1059001512859304
P30624	0.03571428571428571
P30656	0.0
P30657	0.06015037593984962
P30665	0.2057877813504823
P30771	0.08444902162718847
P30775	0.3801452784503632
P30822	0.0
P30902	0.040229885057471264
P30952	0.005415162454873646
P31109	1.0
P31111	0.9085714285714286
P31115	0.07918552036199095
P31116	0.027855153203342618
P31244	0.22151898734177214
P31373	0.19035532994923857
P31374	0.43215339233038347
P31376	0.5776
P31377	0.5058823529411764
P31378	0.17042606516290726
P31380	0.47214854111405835
P31382	0.1844532279314888
P31383	0.05669291338582677
P31384	0.36200716845878134
P31385	0.4469135802469136
P31386	0.12612612612612611
P31412	0.0
P31539	0.24669603524229075
P31688	0.08258928571428571
P31755	0.12291666666666666
P32074	0.058823529411764705
P32178	0.0
P32179	0.0
P32259	0.04106776180698152
P32266	0.15777525539160045
P32288	0.15945945945945947
P32316	0.043726235741444866
P32318	0.018404907975460124
P32319	0.0740975300823306
P32323	0.42758620689655175
P32324	0.11282660332541568
P32325	0.5099431818181818
P32327	0.06949152542372881
P32328	0.17375886524822695
P32329	0.12478031634446397
P32332	0.037037037037037035
P32333	0.1542581681842528
P32334	0.7434915773353752
P32335	0.20871559633027523
P32336	0.5111633372502937
P32337	0.03305785123966942
P32338	0.21333333333333335
P32340	0.011695906432748537
P32342	0.5868263473053892
P32343	0.43350604490500866
P32344	0.7477477477477478
P32345	0.0
P32347	0.013812154696132596
P32349	0.21253822629969418
P32350	0.23744911804613297
P32352	0.009009009009009009
P32353	0.13150684931506848
P32354	0.5341506129597198
P32356	0.15312916111850866
P32357	0.11267605633802817
P32361	0.2242152466367713
P32363	0.10619469026548672
P32364	0.22560975609756098
P32366	0.0
P32367	0.20184899845916796
P32368	0.03691813804173355
P32377	0.04040404040404041
P32379	0.046153846153846156
P32380	0.5794491525423728
P32381	0.05115089514066496
P32383	0.16570771001150747
P32386	0.1444912703190849
P32389	0.7366071428571429
P32419	0.0
P32432	0.7994143484626647
P32447	0.5089605734767025
P32454	0.0
P32457	0.4173076923076923
P32458	0.29156626506024097
P32461	0.24157303370786518
P32462	0.0045662100456621
P32465	0.13333333333333333
P32466	0.1128747795414462
P32467	0.18055555555555555
P32468	0.32186732186732187
P32471	0.2087378640776699
P32472	0.0
P32474	0.04061895551257253
P32476	0.0
P32478	0.7602905569007264
P32479	0.3011904761904762
P32480	0.13142857142857142
P32481	0.16698292220113853
P32485	0.06666666666666667
P32486	0.4361111111111111
P32490	0.3799212598425197
P32491	0.1976284584980237
P32492	0.022433718558803536
P32494	0.7735042735042735
P32495	0.3717948717948718
P32497	0.2623152709359606
P32499	0.8305555555555556
P32500	0.1435114503816794
P32501	0.1797752808988764
P32502	0.15485564304461943
P32504	0.1997907949790795
P32505	0.539047619047619
P32521	0.745945945945946
P32523	0.0
P32524	0.41785714285714287
P32526	0.36801242236024845
P32527	0.39260969976905313
P32528	0.008719346049046322
P32529	0.0
P32558	0.3458937198067633
P32561	0.11085450346420324
P32562	0.11773049645390071
P32563	0.06904761904761905
P32565	0.17777777777777778
P32566	0.7425742574257426
P32567	0.6136890951276102
P32568	0.12125249833444371
P32569	0.3435225618631732
P32570	0.0
P32571	0.22894168466522677
P32573	0.017123287671232876
P32578	0.694478527607362
P32579	0.007042253521126761
P32580	0.014925373134328358
P32581	0.1813953488372093
P32582	0.023668639053254437
P32584	0.08786610878661087
P32585	0.2182410423452769
P32588	0.5960264900662252
P32589	0.1976911976911977
P32591	0.5393939393939394
P32597	0.3502575423105224
P32598	0.022435897435897436
P32599	0.14641744548286603
P32600	0.03597413096200485
P32602	0.003424657534246575
P32603	0.0
P32604	0.011061946902654867
P32605	0.13758389261744966
P32607	0.9887005649717514
P32608	0.006802721088435374
P32609	0.062135922330097085
P32610	0.34765625
P32614	0.002127659574468085
P32621	0.13513513513513514
P32622	0.1717171717171717
P32623	0.278372591006424
P32626	0.0
P32628	0.7160804020100503
P32629	0.218
P32639	0.11373092926490985
P32641	0.2503793626707132
P32642	0.1885245901639344
P32643	0.0
P32644	0.28099910793933985
P32657	0.3801089918256131
P32660	0.26670910248249524
P32767	0.0
P32768	0.7378009108653221
P32769	0.13747954173486088
P32771	0.0
P32773	0.44755244755244755
P32774	0.0
P32776	0.3411214953271028
P32783	0.29128440366972475
P32784	0.2595520421607378
P32789	0.38461538461538464
P32790	0.6993569131832797
P32791	0.0058309037900874635
P32793	0.4722222222222222
P32794	0.06153846153846154
P32795	0.22088353413654618
P32796	0.0
P32797	0.1645021645021645
P32798	0.32801822323462415
P32799	0.0
P32800	0.0036900369003690036
P32801	0.29375
P32802	0.050974512743628186
P32803	0.04926108374384237
P32807	0.0049833887043189366
P32828	0.6252019386106623
P32829	0.46098265895953755
P32830	0.0
P32832	0.3632183908045977
P32833	0.3935483870967742
P32835	0.1689497716894977
P32838	0.1793478260869565
P32839	0.08991228070175439
P32842	0.06097560975609756
P32844	0.0
P32849	0.2634730538922156
P32854	0.5659722222222222
P32855	0.07136150234741784
P32860	0.0234375
P32861	0.03406813627254509
P32862	0.6341880341880342
P32863	0.22939866369710468
P32864	0.04643449419568822
P32867	0.5724137931034483
P32873	0.5221631205673759
P32874	0.0061592608886933565
P32891	0.07155025553662692
P32892	0.5398936170212766
P32893	0.07857142857142857
P32895	0.2505854800936768
P32897	0.21171171171171171
P32898	0.011122345803842264
P32899	0.00546448087431694
P32900	0.9877384196185286
P32901	0.19633943427620631
P32905	0.24206349206349206
P32906	0.0
P32908	0.15428571428571428
P32909	0.6702702702702703
P32910	0.0031545741324921135
P32911	0.10185185185185185
P32912	0.6930379746835443
P32913	0.3956442831215971
P32914	0.0
P32915	0.00625
P32916	0.18035426731078905
P32917	0.31297709923664124
P32939	0.0
P32943	0.24210526315789474
P32944	0.5958485958485958
P33122	0.5189003436426117
P33201	0.07203389830508475
P33202	0.13486176668914363
P33203	0.1732418524871355
P33296	0.356
P33297	0.29723502304147464
P33298	0.08411214953271028
P33299	0.4346895074946467
P33300	0.13089005235602094
P33301	0.5245901639344263
P33302	0.17008603573792191
P33307	0.0
P33308	0.7651006711409396
P33309	0.0
P33310	0.010071942446043165
P33313	0.2623376623376623
P33314	0.12590579710144928
P33317	0.05442176870748299
P33322	0.2774327122153209
P33328	1.0
P33329	0.5563380281690141
P33330	0.060759493670886074
P33332	0.36751497005988026
P33333	0.15181518151815182
P33334	0.10857853294653957
P33336	0.47341115434500647
P33338	0.2830578512396694
P33339	0.21853658536585366
P33399	0.31272727272727274
P33400	0.4896
P33401	0.04912280701754386
P33413	0.1510204081632653
P33416	0.13070283600493218
P33418	0.004545454545454545
P33419	0.6521739130434783
P33420	0.019585253456221197
P33421	0.0
P33441	0.4362244897959184
P33442	0.10588235294117647
P33734	0.0036231884057971015
P33748	0.8125
P33749	0.7825396825396825
P33751	0.0
P33753	0.19092331768388107
P33754	0.05825242718446602
P33755	0.12758620689655173
P33760	0.0
P33767	0.06744186046511629
P33775	0.16768665850673195
P33891	0.037089871611982884
P33892	0.0280688622754491
P33895	0.011086474501108648
P34077	0.026221692491060787
P34078	0.9481641468682506
P34087	0.0
P34110	0.0
P34111	0.17327586206896553
P34160	0.036004645760743324
P34161	0.6571428571428571
P34162	0.0
P34163	0.22262773722627738
P34164	0.655421686746988
P34167	0.9701834862385321
P34216	0.7291817523533671
P34217	0.7455089820359282
P34218	0.31167268351383876
P34219	0.8552380952380952
P34221	0.25427350427350426
P34223	0.7777777777777778
P34225	0.11499272197962154
P34226	0.4698275862068966
P34227	0.0
P34230	0.1899179366940211
P34233	0.6581632653061225
P34241	0.017006802721088437
P34243	0.020497803806734993
P34244	0.6370223978919631
P34247	0.988
P34252	0.8962472406181016
P34730	0.42124542124542125
P34756	0.461369622475856
P34758	0.9139908256880734
P34760	0.0663265306122449
P34761	0.7276853252647504
P34909	0.6115843270868825
P35056	0.43300653594771243
P35169	0.03684210526315789
P35177	0.45345345345345345
P35179	0.5625
